titulo;diretor;ano;orcamento;faturamento;nota
Trance ;Danny Boyle;2013; 20000000;  2319187;7,0
Soul Plane ;Jessy Terrero;2004; 16000000; 13922211;4,4
Good ;Vicente Amorim;2008; 15000000;    23091;6,2
Enter the Void ;Gaspar Noé;2009; 13000000;   336467;7,3
Vamps ;Amy Heckerling;2012; 16000000;     2964;5,1
The Homesman ;Tommy Lee Jones;2014; 16000000;  2428883;6,6
Juwanna Mann ;Jesse Vaughan;2002; 15600000; 13571817;4,5
Slow Burn ;Wayne Beach;2005; 15500000;  1181197;5,9
Wasabi ;Gérard Krawczyk;2001; 15300000;    81525;6,6
Slither ;James Gunn;2006; 15500000;  7774730;6,5
Beverly Hills Cop ;Martin Brest;1984; 14000000;234760500;7,3
Home Alone ;Chris Columbus;1990; 18000000;285761243;7,5
3 Men and a Baby ;Leonard Nimoy;1987; 11000000;167780960;5,9
Tootsie ;Sydney Pollack;1982; 22000000;177200000;7,4
Top Gun ;Tony Scott;1986; 15000000;176781728;6,9
Crouching Tiger, Hidden Dragon ;Ang Lee;2000; 15000000;128067808;7,9
American Beauty ;Sam Mendes;1999; 15000000;130058047;8,4
The King's Speech ;Tom Hooper;2010; 15000000;138795342;8,0
Twins ;Ivan Reitman;1988; 15000000;111936400;6,0
The Yellow Handkerchief ;Udayan Prasad;2008; 15500000;   317040;6,8
The Color Purple ;Steven Spielberg;1985; 15000000; 94175854;7,8
The Imitation Game ;Morten Tyldum;2014; 14000000; 91121452;8,1
Private Benjamin ;Howard Zieff;1980; 10000000; 69800000;6,1
Diary of a Wimpy Kid ;Thor Freudenthal;2010; 15000000; 64001297;6,2
Mama ;Andrés Muschietti;2013; 20000000; 71588220;6,2
Halloween ;John Carpenter;1978;   300000; 47000000;7,9
National Lampoon's Vacation ;Harold Ramis;1983; 15000000; 61400000;7,4
Bad Grandpa ;Jeff Tremaine;2013; 15000000;101978840;6,6
The Queen ;Stephen Frears;2006;  9800000; 56437947;7,3
Beetlejuice ;Tim Burton;1988; 15000000; 73326666;7,5
Why Did I Get Married? ;Tyler Perry;2007; 15000000; 55184721;5,6
Little Women ;Gillian Armstrong;1994; 15000000; 50003300;7,3
The Woman in Black ;James Watkins;2012; 17000000; 54322273;6,4
When a Stranger Calls ;Simon West;2006; 15000000; 47860214;5,0
Big Fat Liar ;Shawn Levy;2002; 15000000; 47811275;5,4
Wag the Dog ;Barry Levinson;1997; 15000000; 43022524;7,1
The Lizzie McGuire Movie ;Jim Fall;2003; 17000000; 42672630;5,3
Snitch ;Ric Roman Waugh;2013; 15000000; 42919096;6,5
Krampus ;Michael Dougherty;2015; 15000000; 42592530;6,2
The Faculty ;Robert Rodriguez;1998; 15000000; 40064955;6,4
Cop Land ;James Mangold;1997; 10000000; 44886089;6,9
Not Another Teen Movie ;Joel Gallen;2001; 16000000; 37882551;5,7
End of Watch ;David Ayer;2012;  7000000; 40983001;7,7
Aloha ;Cameron Crowe;2015; 37000000; 20991497;5,4
The Skulls ;Rob Cohen;2000; 15000000; 35007180;5,6
The Theory of Everything ;James Marsh;2014; 15000000; 35887263;7,7
Malibu's Most Wanted ;John Whitesell;2003; 16000000; 34308901;5,1
Where the Heart Is ;Matt Williams;2000; 15000000; 33771174;6,8
Lawrence of Arabia ;David Lean;1962; 15000000;  6000000;8,4
Halloween II ;Rob Zombie;2009; 15000000; 33386128;4,9
Wild ;Jean-Marc Vallée;2014; 15000000; 37877959;7,1
The Last House on the Left ;Dennis Iliadis;2009; 15000000; 32721635;6,6
The Wedding Date ;Clare Kilner;2005; 15000000; 31585300;6,1
Halloween: Resurrection ;Rick Rosenthal;2002; 15000000; 30259652;4,1
Clash of the Titans ;Louis Leterrier;2010;125000000;163192114;5,8
The Princess Bride ;Rob Reiner;1987; 16000000; 30857814;8,1
The Great Debaters ;Denzel Washington;2007; 15000000; 30226144;7,6
Drive ;Nicolas Winding Refn;2011; 15000000; 35054909;7,8
Confessions of a Teenage Drama Queen ;Sara Sugarman;2004; 15000000; 29302097;4,6
The Object of My Affection ;Nicholas Hytner;1998; 15000000; 29106737;6,0
28 Weeks Later ;Juan Carlos Fresnadillo;2007; 15000000; 28637507;7,0
When the Game Stands Tall ;Thomas Carter;2014; 15000000; 30127963;6,7
Because of Winn-Dixie ;Wayne Wang;2005; 14000000; 32645546;6,4
Love & Basketball ;Gina Prince-Bythewood;2000; 15000000; 27441122;7,2
Grosse Pointe Blank ;George Armitage;1997; 15000000; 28014536;7,4
All About Steve ;Phil Traill;2009; 15000000; 33860010;4,8
Book of Shadows: Blair Witch 2 ;Joe Berlinger;2000; 15000000; 26421314;4,0
The Craft ;Andrew Fleming;1996; 15000000; 24881000;6,2
Match Point ;Woody Allen;2005; 15000000; 23089926;7,7
Ramona and Beezus ;Elizabeth Allen Rosenbaum;2010; 15000000; 26161406;6,7
The Remains of the Day ;James Ivory;1993; 11500000; 22954968;7,9
Boogie Nights ;Paul Thomas Anderson;1997; 15000000; 26384919;7,9
Nowhere to Run ;Robert Harmon;1993; 15000000; 22189039;5,5
Flicka ;Michael Mayer;2006; 15000000; 20998709;6,2
The Hills Have Eyes II ;Martin Weisz;2007; 15000000; 20801344;5,1
Urban Legends: Final Cut ;John Ottman;2000; 14000000; 21468807;4,1
Tuck Everlasting ;Jay Russell;2002; 15000000; 19158074;6,7
The Marine ;John Bonito;2006; 20000000; 18843314;4,7
Keanu ;Peter Atencio;2016; 15000000; 20566327;6,4
Country Strong ;Shana Feste;2010; 15000000; 20218921;6,3
Disturbing Behavior ;David Nutter;1998; 15000000; 17411331;5,5
The Place Beyond the Pines ;Derek Cianfrance;2012; 15000000; 21383298;7,3
The November Man ;Roger Donaldson;2014; 15000000; 24984868;6,3
Eye of the Beholder ;Stephan Elliott;1999; 15000000; 16459004;4,9
The Hurt Locker ;Kathryn Bigelow;2008; 15000000; 15700000;7,6
Firestarter ;Mark L. Lester;1984; 15000000; 15100000;6,0
Killing Them Softly ;Andrew Dominik;2012; 15000000; 14938570;6,2
A Most Wanted Man ;Anton Corbijn;2014; 15000000; 17237244;6,8
Freddy Got Fingered ;Tom Green;2001; 15000000; 14249005;4,5
The Pirates Who Don't Do Anything: A VeggieTales Movie ;Mike Nawrocki;2008; 15000000; 12701880;5,7
Highlander: Endgame ;Douglas Aarniokoski;2000; 15000000; 12801190;4,6
Idlewild ;Bryan Barber;2006; 15000000; 12549485;6,2
One Day ;Lone Scherfig;2011; 15000000; 13766014;7,0
Whip It ;Drew Barrymore;2009; 15000000; 13034417;6,9
Confidence ;James Foley;2003; 15000000; 12212417;6,7
The Muse ;Albert Brooks;1999; 15000000; 11614236;5,6
De-Lovely ;Irwin Winkler;2004; 20000000; 13337299;6,6
New York Stories ;Woody Allen;1989; 15000000; 10763469;6,4
Barney's Great Adventure ;Steve Gomer;1998; 15000000; 11144518;2,8
The Man with the Iron Fists ;RZA;2012; 15000000; 15608545;5,4
Home Fries ;Dean Parisot;1998; 15000000; 10443316;5,0
Here on Earth ;Mark Piznarski;2000; 15000000; 10494147;5,1
Brazil ;Terry Gilliam;1985; 15000000;  9929000;8,0
Raise Your Voice ;Sean McNamara;2004; 15000000; 10411980;5,9
The Big Lebowski ;Joel Coen;1998; 15000000; 17439163;8,2
Black Snake Moan ;Craig Brewer;2006; 15000000;  9396487;7,0
Dark Blue ;Ron Shelton;2002; 15000000;  9059588;6,6
A Mighty Heart ;Michael Winterbottom;2007; 16000000;  9172810;6,7
Whatever It Takes ;David Raynr;2000; 15000000;  8735529;5,5
Boat Trip ;Mort Nathan;2002; 20000000;  8586376;4,9
The Importance of Being Earnest ;Oliver Parker;2002; 15000000;  8378141;6,9
Hoot ;Wil Shriner;2006; 15000000;  8080116;5,6
In Bruges ;Martin McDonagh;2008; 15000000;  7757130;8,0
Peeples ;Tina Gordon Chism;2013; 15000000;  9123834;5,3
The Rocker ;Peter Cattaneo;2008; 15000000;  6409206;6,2
Post Grad ;Vicky Jenson;2009; 15000000;  6373693;5,3
Promised Land ;Gus Van Sant;2012; 15000000;  7556708;6,6
Whatever Works ;Woody Allen;2009; 15000000;  5306447;7,2
The In Crowd ;Mary Lambert;2000; 15000000;  5217498;4,6
Three Burials ;Tommy Lee Jones;2005; 15000000;  5023275;7,5
Jakob the Liar ;Peter Kassovitz;1999; 15000000;  4956401;6,5
Kiss Kiss Bang Bang ;Shane Black;2005; 15000000;  4235837;7,6
Idle Hands ;Rodman Flender;1999; 20000000;  4002955;6,2
Mulholland Drive ;David Lynch;2001; 15000000;  7219578;8,0
You Will Meet a Tall Dark Stranger ;Woody Allen;2010; 22000000;  3247816;6,3
Never Let Me Go ;Mark Romanek;2010; 15000000;  2412045;7,2
Transsiberian ;Brad Anderson;2008; 15000000;  2203641;6,7
The Clan of the Cave Bear ;Michael Chapman;1986; 15000000;  1953732;5,3
Crazy in Alabama ;Antonio Banderas;1999; 15000000;  1954202;6,3
Funny Games ;Michael Haneke;2007; 15000000;  1294640;6,5
Metropolis ;Fritz Lang;1927;  6000000;    26435;8,3
District B13 ;Pierre Morel;2004; 12000000;  1197786;7,2
Things to Do in Denver When You're Dead ;Gary Fleder;1995;  7000000;   529766;6,8
The Assassin ;Hsiao-Hsien Hou;2015; 15000000;   613556;6,4
Buffalo Soldiers ;Gregor Jordan;2001; 15000000;   353743;6,9
Ong-bak 2 ;Tony Jaa;2008;300000000;   102055;6,2
The Midnight Meat Train ;Ryûhei Kitamura;2008; 15000000;    73548;6,1
The Son of No One ;Dito Montiel;2011; 15000000;    28870;5,1
All the Queen's Men ;Stefan Ruzowitzky;2001; 25000000;    22723;4,5
The Good Night ;Jake Paltrow;2007; 15000000;    20380;5,9
Groundhog Day ;Harold Ramis;1993; 14600000; 70906973;8,1
Magic Mike XXL ;Gregory Jacobs;2015; 14800000; 66009973;5,7
Romeo + Juliet ;Baz Luhrmann;1996; 14500000; 46338728;6,8
Sarah's Key ;Gilles Paquet-Brenner;2010; 10000000;  7691700;7,5
Unforgiven ;Clint Eastwood;1992; 14400000;101157447;8,3
Manderlay ;Lars von Trier;2005; 14200000;    74205;7,4
Slumdog Millionaire ;Danny Boyle;2008; 15000000;141319195;8,0
Fatal Attraction ;Adrian Lyne;1987; 14000000;156645693;6,9
Pretty Woman ;Garry Marshall;1990; 14000000;178406268;6,9
Crocodile Dundee II ;John Cornell;1988; 15800000;109306210;5,5
Born on the Fourth of July ;Oliver Stone;1989; 14000000; 70001698;7,2
Cool Runnings ;Jon Turteltaub;1993; 15000000; 68856263;6,9
My Bloody Valentine ;Patrick Lussier;2009; 15000000; 51527787;5,5
The Possession ;Ole Bornedal;2012; 14000000; 49122319;5,9
Stomp the Yard ;Sylvain White;2007; 14000000; 61356221;5,2
The Spy Who Loved Me ;Lewis Gilbert;1977; 14000000; 46800000;7,1
Urban Legend ;Jamie Blanks;1998; 14000000; 38048637;5,5
Dangerous Liaisons ;Stephen Frears;1988; 14000000; 34700000;7,7
White Fang ;Randal Kleiser;1991; 14000000; 34793160;6,7
Superstar ;Bruce McCulloch;1999; 14000000; 30628981;5,0
The Iron Lady ;Phyllida Lloyd;2011; 13000000; 29959436;6,4
Jonah: A VeggieTales Movie ;Mike Nawrocki;2002; 14000000; 25571351;6,6
Poetic Justice ;John Singleton;1993; 14000000; 27515786;5,9
All About the Benjamins ;Kevin Bray;2002; 14000000; 25482931;5,7
Vampire in Brooklyn ;Wes Craven;1995; 20000000; 19900000;4,5
An American Haunting ;Courtney Solomon;2005; 14000000; 16298046;5,0
My Boss's Daughter ;David Zucker;2003; 14000000; 15549702;4,6
A Perfect Getaway ;David Twohy;2009; 14000000; 15483540;6,5
Our Family Wedding ;Rick Famuyiwa;2010; 14000000; 20246959;4,9
Dead Man on Campus ;Alan Cohn;1998; 14000000; 15062898;6,0
Tea with Mussolini ;Franco Zeffirelli;1999; 12000000; 14348123;6,9
Thinner ;Tom Holland;1996;  8500000; 15171475;5,7
Crooklyn ;Spike Lee;1994; 14000000; 13640000;6,9
Jason X ;James Isaac;2001; 11000000; 12610731;4,4
Big Fat Liar ;Shawn Levy;2002; 15000000; 47811275;5,4
Bobby ;Emilio Estevez;2006; 14000000; 11204499;7,0
Head Over Heels ;Mark Waters;2001; 14000000; 10397365;5,4
Fun Size ;Josh Schwartz;2012; 14000000;  9402410;5,4
Little Children ;Todd Field;2006; 26000000;  5459824;7,6
Gossip ;Davis Guggenheim;2000; 24000000;  5108820;5,9
A Walk on the Moon ;Tony Goldwyn;1999; 14000000;  4741987;6,6
Catch a Fire ;Phillip Noyce;2006; 14000000;  4291965;6,7
Soul Survivors ;Stephen Carpenter;2001; 14000000;  3100650;3,9
Jefferson in Paris ;James Ivory;1995; 14000000;  2474000;5,7
Caravans ;James Fargo;1978; 14000000;  1000000;6,5
Mr. Turner ;Mike Leigh;2014;  8200000;  3958500;6,8
Amen. ;Costa-Gavras;2002;103000000;   274299;7,3
The Lucky Ones ;Neil Burger;2008; 15000000;   183088;7,0
Margaret ;Kenneth Lonergan;2011; 14000000;    46495;6,5
Flipped ;Rob Reiner;2010; 14000000;  1752214;7,7
Brokeback Mountain ;Ang Lee;2005; 14000000; 83025853;7,7
Teenage Mutant Ninja Turtles ;Jonathan Liebesman;2014;125000000;190871240;5,9
Clueless ;Amy Heckerling;1995; 12000000; 56631572;6,8
Far from Heaven ;Todd Haynes;2002; 13500000; 15854988;7,4
Hot Tub Time Machine 2 ;Steve Pink;2015; 14000000; 12282677;5,1
Quills ;Philip Kaufman;2000; 13500000;  7060876;7,4
Seven Psychopaths ;Martin McDonagh;2012; 15000000; 14989761;7,2
Downfall ;Oliver Hirschbiegel;2004; 13500000;  5501940;8,3
The Sea Inside ;Alejandro Amenábar;2004; 10000000;  2086345;8,1
Good Morning, Vietnam ;Barry Levinson;1987; 13000000;123922370;7,3
The Last Godfather ;Hyung-rae Shim;2010; 13400000;   163591;3,6
Justin Bieber: Never Say Never ;Jon M. Chu;2011; 13000000; 73000942;1,6
Black Swan ;Darren Aronofsky;2010; 13000000;106952327;8,0
RoboCop ;José Padilha;2014;100000000; 58607007;6,2
The Godfather: Part II ;Francis Ford Coppola;1974; 13000000; 57300000;9,0
Save the Last Dance ;Thomas Carter;2001; 13000000; 91038276;6,1
A Nightmare on Elm Street 4: The Dream Master ;Renny Harlin;1988;  7000000; 49369900;5,7
Miracles from Heaven ;Patricia Riggen;2016; 13000000; 61693523;6,8
Dude, Where's My Car? ;Danny Leiner;2000; 13000000; 46729374;5,5
Young Guns ;Christopher Cain;1988; 13000000; 44726644;6,8
St. Vincent ;Theodore Melfi;2014; 13000000; 44134898;7,3
About Last Night ;Steve Pink;2014; 12500000; 48637684;6,1
10 Things I Hate About You ;Gil Junger;1999; 16000000; 38176108;7,2
The New Guy ;Ed Decter;2002; 13000000; 28972187;5,9
Loaded Weapon 1 ;Gene Quintano;1993;  8200000; 27979400;6,1
The Shallows ;Jaume Collet-Serra;2016; 17000000; 54257433;6,8
The Butterfly Effect ;Eric Bress;2004; 13000000;    23947;7,7
Snow Day ;Chris Koch;2000; 13000000; 60008303;4,9
This Christmas ;Preston A. Whitmore II;2007; 13000000; 49121934;6,1
Baby Geniuses ;Bob Clark;1999; 18000000; 27141959;2,5
The Big Hit ;Kirk Wong;1998; 13000000; 27052167;6,1
Harriet the Spy ;Bronwen Hughes;1996; 13000000; 26539321;5,9
Child's Play 2 ;John Lafia;1990; 13000000; 28501605;5,7
No Good Deed ;Sam Miller;2014; 13200000; 52543632;5,6
The Mist ;Frank Darabont;2007; 18000000; 25592632;7,2
Ex Machina ;Alex Garland;2015; 15000000; 25440971;7,7
Being John Malkovich ;Spike Jonze;1999; 13000000; 22858926;7,8
Two Can Play That Game ;Mark Brown;2001;  6000000; 22235901;6,1
Earth to Echo ;Dave Green;2014; 13000000; 38916903;5,8
Crazy/Beautiful ;John Stockwell;2001; 14000000; 16929123;6,5
Letters from Iwo Jima ;Clint Eastwood;2006; 19000000; 13753931;7,9
The Astronaut Farmer ;Michael Polish;2006; 13000000; 10996440;6,3
Woo ;Daisy von Scherler Mayer;1998; 13000000;  8026971;3,8
Room ;Lenny Abrahamson;2015; 13000000; 14677654;8,3
Dirty Work ;Bob Saget;1998; 13000000;  9975684;6,4
Serial Mom ;John Waters;1994; 13000000;  7881335;6,7
Dick ;Andrew Fleming;1999; 13000000;  6241697;6,1
Light It Up ;Craig Bolotin;1999; 13000000;  5871603;6,0
54 ;Mark Christopher;1998; 13000000; 16574731;5,8
Bubble Boy ;Blair Hayes;2001; 13000000;  5002310;5,6
Birthday Girl ;Jez Butterworth;2001; 13000000;  4919896;6,1
21 & Over ;Jon Lucas;2013; 13000000; 25675765;5,9
Paris, je t'aime ;Olivier Assayas;2006; 13000000;  4857376;7,3
Resurrecting the Champ ;Rod Lurie;2007; 13000000;  3169424;6,8
Admission ;Paul Weitz;2013; 13000000; 18004225;5,7
The Widow of Saint-Pierre ;Patrice Leconte;2000;100000000;  3058380;7,3
Chloe ;Atom Egoyan;2009; 11000000;  3074838;6,3
Faithful ;Paul Mazursky;1996; 13000000;  2104000;5,9
Brothers ;Jim Sheridan;2009; 26000000; 28501651;7,1
Find Me Guilty ;Sidney Lumet;2006; 13000000;  1172769;7,1
The Perks of Being a Wallflower ;Stephen Chbosky;2012; 13000000; 17738570;8,0
Excessive Force ;Jon Hess;1993;  3000000;  1200000;5,1
Infamous ;Douglas McGrath;2006; 13000000;  1150403;7,1
The Claim ;Michael Winterbottom;2000; 20000000;   403932;6,5
The Vatican Tapes ;Mark Neveldine;2015;  8495000;  1712111;4,5
Attack the Block ;Joe Cornish;2011; 13000000;  1024175;6,6
In the Land of Blood and Honey ;Angelina Jolie Pitt;2011; 13000000;   301305;4,3
The Call ;Brad Anderson;2013; 13000000; 51872378;6,7
Operation Chromite ;John H. Lee;2016; 12620000;    31662;6,8
The Crocodile Hunter: Collision Course ;John Stainton;2002; 13000000; 28399192;5,4
I Love You Phillip Morris ;Glenn Ficarra;2009; 13000000;  2035566;6,6
Antwone Fisher ;Denzel Washington;2002; 12500000; 21078145;7,3
The Emperor's Club ;Michael Hoffman;2002; 12500000; 14060950;6,9
True Romance ;Tony Scott;1993; 13000000; 12281500;8,0
Glengarry Glen Ross ;James Foley;1992; 12500000; 10725228;7,8
The Killer Inside Me ;Michael Winterbottom;2010; 13000000;   214966;6,1
Sorority Row ;Stewart Hendler;2009; 16000000; 11956207;5,1
Lars and the Real Girl ;Craig Gillespie;2007; 12000000;  5949693;7,4
The Boy in the Striped Pajamas ;Mark Herman;2008; 12500000;  9030581;7,8
Dancer in the Dark ;Lars von Trier;2000; 12800000;  4157491;8,0
Oscar and Lucinda ;Gillian Armstrong;1997; 16000000;  1508689;6,7
The Funeral ;Abel Ferrara;1996; 12500000;  1227324;6,6
Solitary Man ;Brian Koppelman;2009; 15000000;  4360548;6,4
Machete ;Ethan Maniquis;2010; 10500000; 26589953;6,7
Casino Jack ;George Hickenlooper;2010; 15000000;  1039869;6,2
The Land Before Time ;Don Bluth;1988; 12500000; 48092846;7,3
Tae Guk Gi: The Brotherhood of War ;Je-kyu Kang;2004; 12800000;  1110186;8,1
The Perfect Game ;William Dear;2009; 12500000;  1089445;7,0
The Exorcist ;William Friedkin;1973;  8000000;204565000;8,0
Jaws ;Steven Spielberg;1975;  8000000;260000000;8,0
American Pie ;Paul Weitz;1999; 11000000;101736215;7,0
Ernest & Celestine ;Stéphane Aubier;2012;  9600000;    71442;7,9
The Golden Child ;Michael Ritchie;1986; 25000000; 79817937;5,9
Think Like a Man ;Tim Story;2012; 12000000; 91547205;6,6
Barbershop ;Tim Story;2002; 12000000; 75074950;6,3
Star Trek II: The Wrath of Khan ;Nicholas Meyer;1982; 11000000; 78900000;7,7
Ace Ventura: Pet Detective ;Tom Shadyac;1994; 12000000; 72217000;6,9
WarGames ;John Badham;1983; 12000000; 79568000;7,1
Witness ;Peter Weir;1985; 12000000; 65500000;7,4
Act of Valor ;Mike McCoy;2012; 12000000; 70011073;6,5
Step Up ;Anne Fletcher;2006; 12000000; 65269010;6,5
Beavis and Butt-Head Do America ;Mike Judge;1996; 12000000; 63071133;6,8
Jackie Brown ;Quentin Tarantino;1997; 12000000; 39647595;7,5
Harold & Kumar Escape from Guantanamo Bay ;Jon Hurwitz;2008; 12000000; 38087366;6,6
Chronicle ;Josh Trank;2012; 12000000; 64572496;7,1
Yentl ;Barbra Streisand;1983; 12000000; 30400000;6,6
Time Bandits ;Terry Gilliam;1981;  5000000; 42365600;7,0
Crossroads ;Tamra Davis;2002; 12000000; 37188667;3,3
Project X ;Nima Nourizadeh;2012; 12000000; 54724272;6,7
One Hour Photo ;Mark Romanek;2002; 12000000; 31597131;6,8
Quarantine ;John Erick Dowdle;2008; 12000000; 31691811;6,0
The Eye ;David Moreau;2008; 12000000; 31397498;5,4
Johnson Family Vacation ;Christopher Erskin;2004; 12000000; 31179516;4,3
How High ;Jesse Dylan;2001; 12000000; 31155435;6,2
The Muppet Christmas Carol ;Brian Henson;1992; 12000000; 27281507;7,7
Casino Royale ;Martin Campbell;2006;150000000;167007184;8,0
Frida ;Julie Taymor;2002; 12000000; 25776062;7,4
Katy Perry: Part of Me ;Dan Cutforth;2012; 12000000; 25240988;5,9
The Fault in Our Stars ;Josh Boone;2014; 12000000;124868837;7,8
Rounders ;John Dahl;1998; 12000000; 22905674;7,4
Top Five ;Chris Rock;2014; 12000000; 25277561;6,5
Stir of Echoes ;David Koepp;1999; 12000000; 21133087;7,0
Philomena ;Stephen Frears;2013; 12000000; 37707719;7,6
The Upside of Anger ;Mike Binder;2005;  9000000; 18761993;6,9
Aquamarine ;Elizabeth Allen Rosenbaum;2006; 12000000; 18595716;5,3
Paper Towns ;Jake Schreier;2015; 12000000; 31990064;6,4
Nebraska ;Alexander Payne;2013; 12000000; 17613460;7,8
Tales from the Crypt: Demon Knight ;Ernest R. Dickerson;1995; 13000000; 21088568;6,7
Max Keeble's Big Move ;Tim Hill;2001; 12000000; 17292381;5,3
Young Adult ;Jason Reitman;2011; 12000000; 16300302;6,3
Crank ;Mark Neveldine;2006; 12000000; 27829874;7,0
Living Out Loud ;Richard LaGravenese;1998; 12000000; 12902790;6,6
Das Boot ;Wolfgang Petersen;1981; 14000000; 11433134;8,4
The Alamo ;John Lee Hancock;2004;107000000; 22406362;6,0
Sorority Boys ;Wallace Wolodarsky;2002; 12000000; 10198766;5,4
About Time ;Richard Curtis;2013; 12000000; 15294553;7,8
House of Flying Daggers ;Yimou Zhang;2004;100000000; 11041228;7,6
Arbitrage ;Nicholas Jarecki;2012; 12000000;  7918283;6,6
Project Almanac ;Dean Israelite;2015; 12000000; 22331028;6,4
Cadillac Records ;Darnell Martin;2008; 12000000;  8134217;7,0
Screwed ;Scott Alexander;2000; 10000000;  6982680;5,7
Fortress ;Stuart Gordon;1992;  8000000;  6739141;5,9
For Your Consideration ;Christopher Guest;2006; 12000000;  5542025;6,3
Celebrity ;Woody Allen;1998; 12000000;  5032496;6,3
